"","word","StartTime","EndTime","Turn","Interlocutor","Interruption","Order","ValenceWarriner","ValenceUncertaintyWarriner","ArousalWarriner","ArousalUncertaintyWarriner","DominanceWarriner","DominanceUncertaintyWarriner","ValenceAfinn","ValenceAnew","ValenceUncertaintyAnew","ArousalAnew","ArousalUncertaintyAnew","DominanceAnew","DominanceUncertaintyAnew"
"6977","he’s",2632.4S,2756S,128,"CLINTON:","No",6976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6978","denied",2632.4S,2756S,128,"CLINTON:","No",6977,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA
"6979","being",2632.4S,2756S,128,"CLINTON:","No",6978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6980","for",2632.4S,2756S,128,"CLINTON:","No",6979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6981","the",2632.4S,2756S,128,"CLINTON:","No",6980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6982","war",2632.4S,2756S,128,"CLINTON:","No",6981,2.23,1.58,6.27,2.2,3.27,2.66,-2,2.08,1.91,7.49,2.16,4.5,3
"6983","in",2632.4S,2756S,128,"CLINTON:","No",6982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6984","iraq",2632.4S,2756S,128,"CLINTON:","No",6983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6985","we",2632.4S,2756S,128,"CLINTON:","No",6984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6986","have",2632.4S,2756S,128,"CLINTON:","No",6985,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"6987","it",2632.4S,2756S,128,"CLINTON:","No",6986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6988","on",2632.4S,2756S,128,"CLINTON:","No",6987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6989","tape",2632.4S,2756S,128,"CLINTON:","No",6988,5.5,1.65,3.4,2.64,5.11,1.88,NA,NA,NA,NA,NA,NA,NA
"6990","the",2632.4S,2756S,128,"CLINTON:","No",6989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6991","entire",2632.4S,2756S,128,"CLINTON:","No",6990,5.67,1.71,2.85,1.87,5.06,2.13,NA,NA,NA,NA,NA,NA,NA
"6992","press",2632.4S,2756S,128,"CLINTON:","No",6991,5.39,1.88,2.8,2.35,4.78,1.73,NA,4.81,0.93,4.61,1.82,4.58,1.2
"6993","corps",2632.4S,2756S,128,"CLINTON:","No",6992,4.24,1.95,3.52,2.11,4.69,1.98,NA,NA,NA,NA,NA,NA,NA
"6994","has",2632.4S,2756S,128,"CLINTON:","No",6993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6995","looked",2632.4S,2756S,128,"CLINTON:","No",6994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6996","at",2632.4S,2756S,128,"CLINTON:","No",6995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6997","it",2632.4S,2756S,128,"CLINTON:","No",6996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6998","it’s",2632.4S,2756S,128,"CLINTON:","No",6997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6999","been",2632.4S,2756S,128,"CLINTON:","No",6998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7000","debunked",2632.4S,2756S,128,"CLINTON:","No",6999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7001","but",2632.4S,2756S,128,"CLINTON:","No",7000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7002","it",2632.4S,2756S,128,"CLINTON:","No",7001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7003","never",2632.4S,2756S,128,"CLINTON:","No",7002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7004","stops",2632.4S,2756S,128,"CLINTON:","No",7003,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA
"7005","him",2632.4S,2756S,128,"CLINTON:","No",7004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7006","from",2632.4S,2756S,128,"CLINTON:","No",7005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7007","saying",2632.4S,2756S,128,"CLINTON:","No",7006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7008","whatever",2632.4S,2756S,128,"CLINTON:","No",7007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7009","he",2632.4S,2756S,128,"CLINTON:","No",7008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7010","wants",2632.4S,2756S,128,"CLINTON:","No",7009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7011","to",2632.4S,2756S,128,"CLINTON:","No",7010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7012","say",2632.4S,2756S,128,"CLINTON:","No",7011,5.91,1.66,4.43,2.48,6.88,1.83,NA,NA,NA,NA,NA,NA,NA
"7013","that’s",2755.6S,2756.5S,129,"TRUMP:","Yes",7012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7014","not",2755.6S,2756.5S,129,"TRUMP:","Yes",7013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7015","been",2755.6S,2756.5S,129,"TRUMP:","Yes",7014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7016","debunked",2755.6S,2756.5S,129,"TRUMP:","Yes",7015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7017","so",2757.1S,2757.8S,130,"CLINTON:","No",7016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7018","please",2757.1S,2757.8S,130,"CLINTON:","No",7017,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"7019","that",2757.8S,2758.7S,131,"TRUMP:","No",7018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7020","has",2757.8S,2758.7S,131,"TRUMP:","No",7019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7021","not",2757.8S,2758.7S,131,"TRUMP:","No",7020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7022","been",2757.8S,2758.7S,131,"TRUMP:","No",7021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7023","debunked",2757.8S,2758.7S,131,"TRUMP:","No",7022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7024","go",2758.9S,2761.4S,132,"CLINTON:","No",7023,6.32,1.25,4.86,2.41,5.33,2.11,NA,NA,NA,NA,NA,NA,NA
"7025","to",2758.9S,2761.4S,132,"CLINTON:","No",7024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7026","hillaryclinton.com",2758.9S,2761.4S,132,"CLINTON:","No",7025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7027","and",2758.9S,2761.4S,132,"CLINTON:","No",7026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7028","you",2758.9S,2761.4S,132,"CLINTON:","No",7027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7029","can",2758.9S,2761.4S,132,"CLINTON:","No",7028,6.41,1.53,3.14,1.93,6.44,2.19,NA,NA,NA,NA,NA,NA,NA
"7030","see",2758.9S,2761.4S,132,"CLINTON:","No",7029,6.27,1.61,3.9,2.28,6,2.29,NA,NA,NA,NA,NA,NA,NA
"7031","it",2758.9S,2761.4S,132,"CLINTON:","No",7030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7032","i",2758.8S,2767.7S,133,"TRUMP:","Yes",7031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7033","was",2758.8S,2767.7S,133,"TRUMP:","Yes",7032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7034","against",2758.8S,2767.7S,133,"TRUMP:","Yes",7033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7035","i",2758.8S,2767.7S,133,"TRUMP:","Yes",7034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7036","was",2758.8S,2767.7S,133,"TRUMP:","Yes",7035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7037","against",2758.8S,2767.7S,133,"TRUMP:","Yes",7036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7038","the",2758.8S,2767.7S,133,"TRUMP:","Yes",7037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7039","war",2758.8S,2767.7S,133,"TRUMP:","Yes",7038,2.23,1.58,6.27,2.2,3.27,2.66,-2,2.08,1.91,7.49,2.16,4.5,3
"7040","in",2758.8S,2767.7S,133,"TRUMP:","Yes",7039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7041","iraq",2758.8S,2767.7S,133,"TRUMP:","Yes",7040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7042","has",2758.8S,2767.7S,133,"TRUMP:","Yes",7041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7043","not",2758.8S,2767.7S,133,"TRUMP:","Yes",7042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7044","been",2758.8S,2767.7S,133,"TRUMP:","Yes",7043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7045","debunked",2758.8S,2767.7S,133,"TRUMP:","Yes",7044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7046","and",2758.8S,2767.7S,133,"TRUMP:","Yes",7045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7047","you",2758.8S,2767.7S,133,"TRUMP:","Yes",7046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7048","voted",2758.8S,2767.7S,133,"TRUMP:","Yes",7047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7049","for",2758.8S,2767.7S,133,"TRUMP:","Yes",7048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7050","it",2758.8S,2767.7S,133,"TRUMP:","Yes",7049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7051","and",2758.8S,2767.7S,133,"TRUMP:","Yes",7050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7052","you",2758.8S,2767.7S,133,"TRUMP:","Yes",7051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7053","shouldn’t",2758.8S,2767.7S,133,"TRUMP:","Yes",7052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7054","have",2758.8S,2767.7S,133,"TRUMP:","Yes",7053,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"7055","well",2758.8S,2767.7S,133,"TRUMP:","Yes",7054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7056","i",2758.8S,2767.7S,133,"TRUMP:","Yes",7055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7057","just",2758.8S,2767.7S,133,"TRUMP:","Yes",7056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7058","want",2758.8S,2767.7S,133,"TRUMP:","Yes",7057,6,1.8,5.29,2.12,5.39,2.68,1,5.25,2.08,6,2.11,4.54,2.13
"7059","to",2758.8S,2767.7S,133,"TRUMP:","Yes",7058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7060","say",2758.8S,2767.7S,133,"TRUMP:","Yes",7059,5.91,1.66,4.43,2.48,6.88,1.83,NA,NA,NA,NA,NA,NA,NA
"7061","there’s",2767.2S,2770.7S,134,"RADDATZ:","Yes",7060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7062","been",2767.2S,2770.7S,134,"RADDATZ:","Yes",7061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7063","lots",2767.2S,2770.7S,134,"RADDATZ:","Yes",7062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7064","of",2767.2S,2770.7S,134,"RADDATZ:","Yes",7063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7065","fact",2767.2S,2770.7S,134,"RADDATZ:","Yes",7064,6.23,1.8,3.29,1.93,6,1.91,NA,5.55,1.68,4.29,1.92,5.57,1.71
"7066","checking",2767.2S,2770.7S,134,"RADDATZ:","Yes",7065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7067","on",2767.2S,2770.7S,134,"RADDATZ:","Yes",7066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7068","that",2767.2S,2770.7S,134,"RADDATZ:","Yes",7067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7069","i’d",2767.2S,2770.7S,134,"RADDATZ:","Yes",7068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7070","like",2767.2S,2770.7S,134,"RADDATZ:","Yes",7069,7.44,1.46,4.4,2.5,6.28,1.45,2,7.52,1.72,6.63,2.2,5.41,2.69
"7071","to",2767.2S,2770.7S,134,"RADDATZ:","Yes",7070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7072","move",2767.2S,2770.7S,134,"RADDATZ:","Yes",7071,4.95,1.86,4.24,2.45,5.12,2.32,NA,NA,NA,NA,NA,NA,NA
"7073","on",2767.2S,2770.7S,134,"RADDATZ:","Yes",7072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7074","to",2767.2S,2770.7S,134,"RADDATZ:","Yes",7073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7075","an",2767.2S,2770.7S,134,"RADDATZ:","Yes",7074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7076","online",2767.2S,2770.7S,134,"RADDATZ:","Yes",7075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7077","question",2767.2S,2770.7S,134,"RADDATZ:","Yes",7076,6.36,1.62,3.67,2.24,5.88,2.31,NA,NA,NA,NA,NA,NA,NA
"7078","excuse",2768.4S,2773.5S,135,"TRUMP:","Yes",7077,4.52,1.75,3.61,1.97,4.72,2.16,-1,4.05,1.41,4.48,2.29,4.07,2.1
"7079","me",2768.4S,2773.5S,135,"TRUMP:","Yes",7078,NA,NA,NA,NA,NA,NA,NA,8.06,1.29,5.97,2.66,7.88,1.6
"7080","excuse",2768.4S,2773.5S,135,"TRUMP:","Yes",7079,4.52,1.75,3.61,1.97,4.72,2.16,-1,4.05,1.41,4.48,2.29,4.07,2.1
"7081","me",2768.4S,2773.5S,135,"TRUMP:","Yes",7080,NA,NA,NA,NA,NA,NA,NA,8.06,1.29,5.97,2.66,7.88,1.6
"7082","she",2768.4S,2773.5S,135,"TRUMP:","Yes",7081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7083","just",2768.4S,2773.5S,135,"TRUMP:","Yes",7082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7084","went",2768.4S,2773.5S,135,"TRUMP:","Yes",7083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7085","about",2768.4S,2773.5S,135,"TRUMP:","Yes",7084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7086","25",2768.4S,2773.5S,135,"TRUMP:","Yes",7085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7087","seconds",2768.4S,2773.5S,135,"TRUMP:","Yes",7086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7088","over",2768.4S,2773.5S,135,"TRUMP:","Yes",7087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7089","her",2768.4S,2773.5S,135,"TRUMP:","Yes",7088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7090","time",2768.4S,2773.5S,135,"TRUMP:","Yes",7089,5.6,1.78,3.41,2.56,4.36,2.41,NA,5.31,2.02,4.64,2.75,4.63,2.24
"7091","she",2773.4S,2774S,136,"RADDATZ:","Yes",7090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7092","did",2773.4S,2774S,136,"RADDATZ:","Yes",7091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7093","not",2773.4S,2774S,136,"RADDATZ:","Yes",7092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7094","could",2773.6S,2775.2S,137,"TRUMP:","Yes",7093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7095","i",2773.6S,2775.2S,137,"TRUMP:","Yes",7094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7096","just",2773.6S,2775.2S,137,"TRUMP:","Yes",7095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7097","respond",2773.6S,2775.2S,137,"TRUMP:","Yes",7096,5.71,1.68,3.09,2.07,6,1.94,NA,NA,NA,NA,NA,NA,NA
"7098","to",2773.6S,2775.2S,137,"TRUMP:","Yes",7097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7099","this",2773.6S,2775.2S,137,"TRUMP:","Yes",7098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7100","please",2773.6S,2775.2S,137,"TRUMP:","Yes",7099,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"7101","very",2775.2S,2776.1S,138,"RADDATZ:","No",7100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7102","quickly",2775.2S,2776.1S,138,"RADDATZ:","No",7101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7103","please",2775.2S,2776.1S,138,"RADDATZ:","No",7102,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"7104","hillary",2776.9S,2850.5S,139,"TRUMP:","No",7103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7105","clinton",2776.9S,2850.5S,139,"TRUMP:","No",7104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7106","in",2776.9S,2850.5S,139,"TRUMP:","No",7105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7107","terms",2776.9S,2850.5S,139,"TRUMP:","No",7106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7108","of",2776.9S,2850.5S,139,"TRUMP:","No",7107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7109","having",2776.9S,2850.5S,139,"TRUMP:","No",7108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7110","people",2776.9S,2850.5S,139,"TRUMP:","No",7109,5.7,2.01,3.77,2.34,5.4,2.19,NA,7.33,1.7,5.94,2.09,6.14,2.02
"7111","come",2776.9S,2850.5S,139,"TRUMP:","No",7110,5.64,1.26,3.57,2.04,5.94,1.88,NA,NA,NA,NA,NA,NA,NA
"7112","into",2776.9S,2850.5S,139,"TRUMP:","No",7111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7113","our",2776.9S,2850.5S,139,"TRUMP:","No",7112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7114","country",2776.9S,2850.5S,139,"TRUMP:","No",7113,6.14,1.67,3.71,2.47,6.35,2.03,NA,5.93,1.91,5.26,1.93,5.96,1.93
"7115","we",2776.9S,2850.5S,139,"TRUMP:","No",7114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7116","have",2776.9S,2850.5S,139,"TRUMP:","No",7115,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"7117","many",2776.9S,2850.5S,139,"TRUMP:","No",7116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7118","criminal",2776.9S,2850.5S,139,"TRUMP:","No",7117,2.11,0.81,4.49,2.62,4.09,2.63,-3,2.93,1.66,4.79,2.51,3.34,1.73
"7119","illegal",2776.9S,2850.5S,139,"TRUMP:","No",7118,2.53,1.58,5.55,2.44,4.72,2.49,-3,NA,NA,NA,NA,NA,NA
"7120","aliens",2776.9S,2850.5S,139,"TRUMP:","No",7119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7121","when",2776.9S,2850.5S,139,"TRUMP:","No",7120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7122","we",2776.9S,2850.5S,139,"TRUMP:","No",7121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7123","want",2776.9S,2850.5S,139,"TRUMP:","No",7122,6,1.8,5.29,2.12,5.39,2.68,1,5.25,2.08,6,2.11,4.54,2.13
"7124","to",2776.9S,2850.5S,139,"TRUMP:","No",7123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7125","send",2776.9S,2850.5S,139,"TRUMP:","No",7124,6.18,1.59,3.43,2.29,5.94,2.14,NA,NA,NA,NA,NA,NA,NA
"7126","them",2776.9S,2850.5S,139,"TRUMP:","No",7125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7127","back",2776.9S,2850.5S,139,"TRUMP:","No",7126,4.76,1.76,2.59,1.79,5.22,2.32,NA,NA,NA,NA,NA,NA,NA
"7128","to",2776.9S,2850.5S,139,"TRUMP:","No",7127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7129","their",2776.9S,2850.5S,139,"TRUMP:","No",7128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7130","country",2776.9S,2850.5S,139,"TRUMP:","No",7129,6.14,1.67,3.71,2.47,6.35,2.03,NA,5.93,1.91,5.26,1.93,5.96,1.93
"7131","their",2776.9S,2850.5S,139,"TRUMP:","No",7130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7132","country",2776.9S,2850.5S,139,"TRUMP:","No",7131,6.14,1.67,3.71,2.47,6.35,2.03,NA,5.93,1.91,5.26,1.93,5.96,1.93
"7133","says",2776.9S,2850.5S,139,"TRUMP:","No",7132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7134","we",2776.9S,2850.5S,139,"TRUMP:","No",7133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7135","don’t",2776.9S,2850.5S,139,"TRUMP:","No",7134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7136","want",2776.9S,2850.5S,139,"TRUMP:","No",7135,6,1.8,5.29,2.12,5.39,2.68,1,5.25,2.08,6,2.11,4.54,2.13
"7137","them",2776.9S,2850.5S,139,"TRUMP:","No",7136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7138","in",2776.9S,2850.5S,139,"TRUMP:","No",7137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7139","some",2776.9S,2850.5S,139,"TRUMP:","No",7138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7140","cases",2776.9S,2850.5S,139,"TRUMP:","No",7139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7141","they’re",2776.9S,2850.5S,139,"TRUMP:","No",7140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7142","murderers",2776.9S,2850.5S,139,"TRUMP:","No",7141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7143","drug",2776.9S,2850.5S,139,"TRUMP:","No",7142,4.11,1.84,4.48,2.52,3.67,2.2,NA,NA,NA,NA,NA,NA,NA
"7144","lords",2776.9S,2850.5S,139,"TRUMP:","No",7143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7145","drug",2776.9S,2850.5S,139,"TRUMP:","No",7144,4.11,1.84,4.48,2.52,3.67,2.2,NA,NA,NA,NA,NA,NA,NA
"7146","problems",2776.9S,2850.5S,139,"TRUMP:","No",7145,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA
"7147","and",2776.9S,2850.5S,139,"TRUMP:","No",7146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7148","they",2776.9S,2850.5S,139,"TRUMP:","No",7147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7149","don’t",2776.9S,2850.5S,139,"TRUMP:","No",7148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7150","want",2776.9S,2850.5S,139,"TRUMP:","No",7149,6,1.8,5.29,2.12,5.39,2.68,1,5.25,2.08,6,2.11,4.54,2.13
"7151","them",2776.9S,2850.5S,139,"TRUMP:","No",7150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7152","and",2776.9S,2850.5S,139,"TRUMP:","No",7151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7153","hillary",2776.9S,2850.5S,139,"TRUMP:","No",7152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7154","clinton",2776.9S,2850.5S,139,"TRUMP:","No",7153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7155","when",2776.9S,2850.5S,139,"TRUMP:","No",7154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7156","she",2776.9S,2850.5S,139,"TRUMP:","No",7155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7157","was",2776.9S,2850.5S,139,"TRUMP:","No",7156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7158","secretary",2776.9S,2850.5S,139,"TRUMP:","No",7157,5.18,1.84,3.8,2.17,6.68,2.26,NA,5.76,1.3,4.66,2.04,5.86,1.62
"7159","of",2776.9S,2850.5S,139,"TRUMP:","No",7158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7160","state",2776.9S,2850.5S,139,"TRUMP:","No",7159,5.73,1.32,3.29,1.85,5.65,1.9,NA,NA,NA,NA,NA,NA,NA
"7161","said",2776.9S,2850.5S,139,"TRUMP:","No",7160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
