"","word","StartTime","EndTime","Turn","Interlocutor","Interruption","Order","ValenceWarriner","ValenceUncertaintyWarriner","ArousalWarriner","ArousalUncertaintyWarriner","DominanceWarriner","DominanceUncertaintyWarriner","ValenceAfinn","ValenceAnew","ValenceUncertaintyAnew","ArousalAnew","ArousalUncertaintyAnew","DominanceAnew","DominanceUncertaintyAnew"
"1077","of",618.6S,682S,8,"TRUMP:","No",1077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1078","bad",618.6S,682S,8,"TRUMP:","No",1078,3.24,1.92,4.86,2.69,3.56,2.18,-3,2.56,1.36,5.52,1.87,3.84,1.82
"1079","judgement",618.6S,682S,8,"TRUMP:","No",1079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1080","and",618.6S,682S,8,"TRUMP:","No",1080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1081","i",618.6S,682S,8,"TRUMP:","No",1081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1082","will",618.6S,682S,8,"TRUMP:","No",1082,5.32,1.78,2.9,2.07,6.61,2.33,NA,NA,NA,NA,NA,NA,NA
"1083","tell",618.6S,682S,8,"TRUMP:","No",1083,5.27,1.39,3.86,2.06,4.94,2.18,NA,NA,NA,NA,NA,NA,NA
"1084","you",618.6S,682S,8,"TRUMP:","No",1084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1085","i",618.6S,682S,8,"TRUMP:","No",1085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1086","will",618.6S,682S,8,"TRUMP:","No",1086,5.32,1.78,2.9,2.07,6.61,2.33,NA,NA,NA,NA,NA,NA,NA
"1087","take",618.6S,682S,8,"TRUMP:","No",1087,4.82,1.53,4.52,2.27,4.83,2.15,NA,NA,NA,NA,NA,NA,NA
"1088","care",618.6S,682S,8,"TRUMP:","No",1088,7.64,1.29,2.67,1.85,6.56,1.85,2,7.53,1.36,6.03,1.87,6.37,1.73
"1089","of",618.6S,682S,8,"TRUMP:","No",1089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1090","isis",618.6S,682S,8,"TRUMP:","No",1090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1091","so",682.1S,682.5S,9,"COOPER:","No",1091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1092","mr",682.1S,682.5S,9,"COOPER:","No",1092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1093","trump",682.1S,682.5S,9,"COOPER:","No",1093,4.18,1.68,3.33,1.98,5.86,1.71,NA,NA,NA,NA,NA,NA,NA
"1094","and",682.3S,686.4S,10,"TRUMP:","Yes",1094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1095","we",682.3S,686.4S,10,"TRUMP:","Yes",1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1096","should",682.3S,686.4S,10,"TRUMP:","Yes",1096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1097","get",682.3S,686.4S,10,"TRUMP:","Yes",1097,6.09,1.57,3.67,2.03,5.65,1.93,NA,NA,NA,NA,NA,NA,NA
"1098","on",682.3S,686.4S,10,"TRUMP:","Yes",1098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1099","to",682.3S,686.4S,10,"TRUMP:","Yes",1099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100","much",682.3S,686.4S,10,"TRUMP:","Yes",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1101","more",682.3S,686.4S,10,"TRUMP:","Yes",1101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1102","important",682.3S,686.4S,10,"TRUMP:","Yes",1102,6.82,1.4,4.71,2.35,6.39,1.97,2,NA,NA,NA,NA,NA,NA
"1103","things",682.3S,686.4S,10,"TRUMP:","Yes",1103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1104","and",682.3S,686.4S,10,"TRUMP:","Yes",1104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1105","much",682.3S,686.4S,10,"TRUMP:","Yes",1105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1106","bigger",682.3S,686.4S,10,"TRUMP:","Yes",1106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107","things",682.3S,686.4S,10,"TRUMP:","Yes",1107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1108","just",686.6S,695.1S,11,"COOPER:","No",1108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1109","for",686.6S,695.1S,11,"COOPER:","No",1109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1110","the",686.6S,695.1S,11,"COOPER:","No",1110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111","record",686.6S,695.1S,11,"COOPER:","No",1111,5.89,1.57,3.3,2.3,5.5,2.31,NA,NA,NA,NA,NA,NA,NA
"1112","though",686.6S,695.1S,11,"COOPER:","No",1112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1113","are",686.6S,695.1S,11,"COOPER:","No",1113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1114","you",686.6S,695.1S,11,"COOPER:","No",1114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1115","saying",686.6S,695.1S,11,"COOPER:","No",1115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1116","that",686.6S,695.1S,11,"COOPER:","No",1116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1117","what",686.6S,695.1S,11,"COOPER:","No",1117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1118","you",686.6S,695.1S,11,"COOPER:","No",1118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1119","said",686.6S,695.1S,11,"COOPER:","No",1119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1120","on",686.6S,695.1S,11,"COOPER:","No",1120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121","that",686.6S,695.1S,11,"COOPER:","No",1121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1122","bus",686.6S,695.1S,11,"COOPER:","No",1122,5.12,1.75,3.83,2.44,4.88,2.03,NA,4.51,1.57,3.55,1.8,4.84,1.75
"1123","11",686.6S,695.1S,11,"COOPER:","No",1123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124","years",686.6S,695.1S,11,"COOPER:","No",1124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125","ago",686.6S,695.1S,11,"COOPER:","No",1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1126","that",686.6S,695.1S,11,"COOPER:","No",1126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1127","you",686.6S,695.1S,11,"COOPER:","No",1127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1128","did",686.6S,695.1S,11,"COOPER:","No",1128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129","not",686.6S,695.1S,11,"COOPER:","No",1129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
